"Year","State","Race","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2023","Alabama","White","37","304,804","12.14","--","1,845"
"2023","Alabama","Black","10**","136,207","7.34**","--","503"
"2023","Alabama","American Indian / Alaska Native","0**","3,329","0.00**","--","--"
"2023","Alabama","Asian","--","6,779","--","--","--"
"2023","Alabama","HI Native / Pacific Islander","0**","793","0.00**","--","--"
"2023","Alabama","More than One Race","--","16,328","--","--","--"
"2023","Alaska","White","--","36,824","--","--","--"
"2023","Alaska","Black","0**","2,092","0.00**","--","--"
"2023","Alaska","American Indian / Alaska Native","--","13,978","--","--","--"
"2023","Alaska","Asian","0**","3,879","0.00**","--","--"
"2023","Alaska","HI Native / Pacific Islander","0**","1,585","0.00**","--","--"
"2023","Alaska","More than One Race","--","9,747","--","--","--"
"2023","Arizona","White","37","517,761","7.15","--","1,812"
"2023","Arizona","Black","--","45,319","--","--","--"
"2023","Arizona","American Indian / Alaska Native","--","45,997","--","--","--"
"2023","Arizona","Asian","0**","24,564","0.00**","--","--"
"2023","Arizona","HI Native / Pacific Islander","0**","2,169","0.00**","--","--"
"2023","Arizona","More than One Race","--","38,496","--","--","--"
"2023","Arkansas","White","21","217,247","9.67","--","1,026"
"2023","Arkansas","Black","--","51,245","--","--","--"
"2023","Arkansas","American Indian / Alaska Native","0**","3,399","0.00**","--","--"
"2023","Arkansas","Asian","0**","4,801","0.00**","--","--"
"2023","Arkansas","HI Native / Pacific Islander","--","2,252","--","--","--"
"2023","Arkansas","More than One Race","0**","12,061","0.00**","--","--"
"2023","California","White","108","2,528,822","4.27","--","5,306"
"2023","California","Black","10**","229,920","4.35**","--","500"
"2023","California","American Indian / Alaska Native","--","72,950","--","--","--"
"2023","California","Asian","22","479,568","4.59","--","1,078"
"2023","California","HI Native / Pacific Islander","--","19,084","--","--","--"
"2023","California","More than One Race","25","250,259","9.99","--","1,226"
"2023","Colorado","White","44","427,192","10.30","--","2,154"
"2023","Colorado","Black","--","26,756","--","--","--"
"2023","Colorado","American Indian / Alaska Native","--","9,946","--","--","--"
"2023","Colorado","Asian","--","17,346","--","--","--"
"2023","Colorado","HI Native / Pacific Islander","--","1,371","--","--","--"
"2023","Colorado","More than One Race","--","31,254","--","--","--"
"2023","Connecticut","White","--","230,020","--","--","--"
"2023","Connecticut","Black","--","48,853","--","--","--"
"2023","Connecticut","American Indian / Alaska Native","0**","2,639","0.00**","--","--"
"2023","Connecticut","Asian","0**","16,895","0.00**","--","--"
"2023","Connecticut","HI Native / Pacific Islander","0**","398","0.00**","--","--"
"2023","Connecticut","More than One Race","--","17,102","--","--","--"
"2023","Delaware","White","--","53,154","--","--","--"
"2023","Delaware","Black","--","25,747","--","--","--"
"2023","Delaware","American Indian / Alaska Native","0**","786","0.00**","--","--"
"2023","Delaware","Asian","0**","3,474","0.00**","--","--"
"2023","Delaware","HI Native / Pacific Islander","0**","100","0.00**","--","--"
"2023","Delaware","More than One Race","0**","5,764","0.00**","--","--"
"2023","District of Columbia","White","--","15,200","--","--","--"
"2023","District of Columbia","Black","--","26,194","--","--","--"
"2023","District of Columbia","American Indian / Alaska Native","0**","383","0.00**","--","--"
"2023","District of Columbia","Asian","0**","1,234","0.00**","--","--"
"2023","District of Columbia","HI Native / Pacific Islander","0**","106","0.00**","--","--"
"2023","District of Columbia","More than One Race","0**","2,033","0.00**","--","--"
"2023","Florida","White","63","1,261,579","4.99","--","3,109"
"2023","Florida","Black","17**","390,859","4.35**","--","832"
"2023","Florida","American Indian / Alaska Native","--","11,646","--","--","--"
"2023","Florida","Asian","--","56,956","--","--","--"
"2023","Florida","HI Native / Pacific Islander","0**","2,675","0.00**","--","--"
"2023","Florida","More than One Race","--","86,866","--","--","--"
"2023","Georgia","White","40","587,556","6.81","--","1,954"
"2023","Georgia","Black","25","382,615","6.53","--","1,217"
"2023","Georgia","American Indian / Alaska Native","--","7,754","--","--","--"
"2023","Georgia","Asian","--","46,854","--","--","--"
"2023","Georgia","HI Native / Pacific Islander","0**","1,772","0.00**","--","--"
"2023","Georgia","More than One Race","--","46,186","--","--","--"
"2023","Hawaii","White","0**","18,764","0.00**","--","--"
"2023","Hawaii","Black","0**","2,090","0.00**","--","--"
"2023","Hawaii","American Indian / Alaska Native","0**","338","0.00**","--","--"
"2023","Hawaii","Asian","--","30,313","--","--","--"
"2023","Hawaii","HI Native / Pacific Islander","--","15,037","--","--","--"
"2023","Hawaii","More than One Race","--","45,771","--","--","--"
"2023","Idaho","White","32","186,755","17.14","--","1,587"
"2023","Idaho","Black","0**","2,202","0.00**","--","--"
"2023","Idaho","American Indian / Alaska Native","--","3,687","--","--","--"
"2023","Idaho","Asian","0**","2,663","0.00**","--","--"
"2023","Idaho","HI Native / Pacific Islander","0**","503","0.00**","--","--"
"2023","Idaho","More than One Race","--","8,651","--","--","--"
"2023","Illinois","White","41","845,887","4.85","--","2,009"
"2023","Illinois","Black","--","180,222","--","--","--"
"2023","Illinois","American Indian / Alaska Native","--","9,382","--","--","--"
"2023","Illinois","Asian","--","64,398","--","--","--"
"2023","Illinois","HI Native / Pacific Islander","0**","859","0.00**","--","--"
"2023","Illinois","More than One Race","--","48,534","--","--","--"
"2023","Indiana","White","45","520,303","8.65","--","2,229"
"2023","Indiana","Black","--","77,967","--","--","--"
"2023","Indiana","American Indian / Alaska Native","0**","3,464","0.00**","--","--"
"2023","Indiana","Asian","--","19,173","--","--","--"
"2023","Indiana","HI Native / Pacific Islander","0**","666","0.00**","--","--"
"2023","Indiana","More than One Race","0**","30,667","0.00**","--","--"
"2023","Iowa","White","22","261,743","8.41","--","1,081"
"2023","Iowa","Black","--","17,414","--","--","--"
"2023","Iowa","American Indian / Alaska Native","0**","2,350","0.00**","--","--"
"2023","Iowa","Asian","0**","8,203","0.00**","--","--"
"2023","Iowa","HI Native / Pacific Islander","--","1,078","--","--","--"
"2023","Iowa","More than One Race","--","13,467","--","--","--"
"2023","Kansas","White","26","239,266","10.87","--","1,274"
"2023","Kansas","Black","--","19,486","--","--","--"
"2023","Kansas","American Indian / Alaska Native","--","3,858","--","--","--"
"2023","Kansas","Asian","0**","8,396","0.00**","--","--"
"2023","Kansas","HI Native / Pacific Islander","0**","486","0.00**","--","--"
"2023","Kansas","More than One Race","--","18,133","--","--","--"
"2023","Kentucky","White","34","343,601","9.90","--","1,679"
"2023","Kentucky","Black","--","41,389","--","--","--"
"2023","Kentucky","American Indian / Alaska Native","0**","1,381","0.00**","--","--"
"2023","Kentucky","Asian","0**","7,786","0.00**","--","--"
"2023","Kentucky","HI Native / Pacific Islander","0**","686","0.00**","--","--"
"2023","Kentucky","More than One Race","--","18,772","--","--","--"
"2023","Louisiana","White","21","245,624","8.55","--","1,022"
"2023","Louisiana","Black","--","158,610","--","--","--"
"2023","Louisiana","American Indian / Alaska Native","--","3,830","--","--","--"
"2023","Louisiana","Asian","--","7,682","--","--","--"
"2023","Louisiana","HI Native / Pacific Islander","0**","258","0.00**","--","--"
"2023","Louisiana","More than One Race","0**","14,676","0.00**","--","--"
"2023","Maine","White","--","97,168","--","--","--"
"2023","Maine","Black","--","3,545","--","--","--"
"2023","Maine","American Indian / Alaska Native","0**","886","0.00**","--","--"
"2023","Maine","Asian","0**","1,667","0.00**","--","--"
"2023","Maine","HI Native / Pacific Islander","0**","61","0.00**","--","--"
"2023","Maine","More than One Race","--","4,412","--","--","--"
"2023","Maryland","White","14**","299,345","4.68**","--","686"
"2023","Maryland","Black","--","183,430","--","--","--"
"2023","Maryland","American Indian / Alaska Native","0**","5,146","0.00**","--","--"
"2023","Maryland","Asian","--","38,065","--","--","--"
"2023","Maryland","HI Native / Pacific Islander","0**","791","0.00**","--","--"
"2023","Maryland","More than One Race","0**","34,288","0.00**","--","--"
"2023","Massachusetts","White","12**","431,487","2.78**","--","589"
"2023","Massachusetts","Black","--","67,269","--","--","--"
"2023","Massachusetts","American Indian / Alaska Native","0**","3,986","0.00**","--","--"
"2023","Massachusetts","Asian","--","46,016","--","--","--"
"2023","Massachusetts","HI Native / Pacific Islander","0**","771","0.00**","--","--"
"2023","Massachusetts","More than One Race","0**","30,025","0.00**","--","--"
"2023","Michigan","White","61","656,844","9.29","--","2,986"
"2023","Michigan","Black","10**","141,848","7.05**","--","491"
"2023","Michigan","American Indian / Alaska Native","0**","7,367","0.00**","--","--"
"2023","Michigan","Asian","--","32,077","--","--","--"
"2023","Michigan","HI Native / Pacific Islander","0**","412","0.00**","--","--"
"2023","Michigan","More than One Race","--","49,497","--","--","--"
"2023","Minnesota","White","39","401,833","9.71","--","1,915"
"2023","Minnesota","Black","--","57,906","--","--","--"
"2023","Minnesota","American Indian / Alaska Native","0**","10,743","0.00**","--","--"
"2023","Minnesota","Asian","--","33,665","--","--","--"
"2023","Minnesota","HI Native / Pacific Islander","0**","557","0.00**","--","--"
"2023","Minnesota","More than One Race","--","31,532","--","--","--"
"2023","Mississippi","White","12**","153,941","7.80**","--","591"
"2023","Mississippi","Black","--","121,594","--","--","--"
"2023","Mississippi","American Indian / Alaska Native","0**","2,351","0.00**","--","--"
"2023","Mississippi","Asian","0**","3,063","0.00**","--","--"
"2023","Mississippi","HI Native / Pacific Islander","0**","230","0.00**","--","--"
"2023","Mississippi","More than One Race","--","7,766","--","--","--"
"2023","Missouri","White","35","444,778","7.87","--","1,719"
"2023","Missouri","Black","--","75,640","--","--","--"
"2023","Missouri","American Indian / Alaska Native","--","3,362","--","--","--"
"2023","Missouri","Asian","0**","12,329","0.00**","--","--"
"2023","Missouri","HI Native / Pacific Islander","--","1,596","--","--","--"
"2023","Missouri","More than One Race","--","28,995","--","--","--"
"2023","Montana","White","14**","81,283","17.22**","--","682"
"2023","Montana","Black","0**","678","0.00**","--","--"
"2023","Montana","American Indian / Alaska Native","--","9,816","--","--","--"
"2023","Montana","Asian","0**","869","0.00**","--","--"
"2023","Montana","HI Native / Pacific Islander","0**","173","0.00**","--","--"
"2023","Montana","More than One Race","0**","5,296","0.00**","--","--"
"2023","Nebraska","White","17**","163,184","10.42**","--","830"
"2023","Nebraska","Black","--","12,792","--","--","--"
"2023","Nebraska","American Indian / Alaska Native","0**","4,254","0.00**","--","--"
"2023","Nebraska","Asian","--","5,337","--","--","--"
"2023","Nebraska","HI Native / Pacific Islander","0**","378","0.00**","--","--"
"2023","Nebraska","More than One Race","0**","9,637","0.00**","--","--"
"2023","Nevada","White","18**","194,182","9.27**","--","885"
"2023","Nevada","Black","--","35,356","--","--","--"
"2023","Nevada","American Indian / Alaska Native","0**","5,592","0.00**","--","--"
"2023","Nevada","Asian","--","20,152","--","--","--"
"2023","Nevada","HI Native / Pacific Islander","0**","2,890","0.00**","--","--"
"2023","Nevada","More than One Race","--","25,274","--","--","--"
"2023","New Hampshire","White","--","98,623","--","--","--"
"2023","New Hampshire","Black","--","3,030","--","--","--"
"2023","New Hampshire","American Indian / Alaska Native","0**","353","0.00**","--","--"
"2023","New Hampshire","Asian","0**","3,889","0.00**","--","--"
"2023","New Hampshire","HI Native / Pacific Islander","0**","65","0.00**","--","--"
"2023","New Hampshire","More than One Race","0**","4,218","0.00**","--","--"
"2023","New Jersey","White","21","559,858","3.75","--","1,013"
"2023","New Jersey","Black","--","138,347","--","--","--"
"2023","New Jersey","American Indian / Alaska Native","0**","7,643","0.00**","--","--"
"2023","New Jersey","Asian","--","84,306","--","--","--"
"2023","New Jersey","HI Native / Pacific Islander","0**","1,137","0.00**","--","--"
"2023","New Jersey","More than One Race","0**","36,556","0.00**","--","--"
"2023","New Mexico","White","29","150,949","19.21","--","1,411"
"2023","New Mexico","Black","--","6,137","--","--","--"
"2023","New Mexico","American Indian / Alaska Native","--","27,599","--","--","--"
"2023","New Mexico","Asian","0**","3,344","0.00**","--","--"
"2023","New Mexico","HI Native / Pacific Islander","0**","381","0.00**","--","--"
"2023","New Mexico","More than One Race","0**","8,991","0.00**","--","--"
"2023","New York","White","34","1,078,343","3.15","--","1,647"
"2023","New York","Black","13**","307,255","4.23**","--","635"
"2023","New York","American Indian / Alaska Native","--","20,716","--","--","--"
"2023","New York","Asian","--","137,901","--","--","--"
"2023","New York","HI Native / Pacific Islander","0**","2,551","0.00**","--","--"
"2023","New York","More than One Race","--","78,860","--","--","--"
"2023","North Carolina","White","48","637,142","7.53","--","2,361"
"2023","North Carolina","Black","17**","236,069","7.20**","--","830"
"2023","North Carolina","American Indian / Alaska Native","--","18,032","--","--","--"
"2023","North Carolina","Asian","0**","35,674","0.00**","--","--"
"2023","North Carolina","HI Native / Pacific Islander","0**","1,880","0.00**","--","--"
"2023","North Carolina","More than One Race","--","49,195","--","--","--"
"2023","North Dakota","White","--","59,239","--","--","--"
"2023","North Dakota","Black","0**","2,913","0.00**","--","--"
"2023","North Dakota","American Indian / Alaska Native","--","5,712","--","--","--"
"2023","North Dakota","Asian","--","994","--","--","--"
"2023","North Dakota","HI Native / Pacific Islander","0**","80","0.00**","--","--"
"2023","North Dakota","More than One Race","--","3,274","--","--","--"
"2023","Ohio","White","61","802,417","7.60","--","2,998"
"2023","Ohio","Black","13**","167,796","7.75**","--","635"
"2023","Ohio","American Indian / Alaska Native","0**","3,252","0.00**","--","--"
"2023","Ohio","Asian","0**","28,707","0.00**","--","--"
"2023","Ohio","HI Native / Pacific Islander","0**","976","0.00**","--","--"
"2023","Ohio","More than One Race","--","58,468","--","--","--"
"2023","Oklahoma","White","28","264,734","10.58","--","1,380"
"2023","Oklahoma","Black","--","33,412","--","--","--"
"2023","Oklahoma","American Indian / Alaska Native","--","44,521","--","--","--"
"2023","Oklahoma","Asian","--","9,284","--","--","--"
"2023","Oklahoma","HI Native / Pacific Islander","0**","1,256","0.00**","--","--"
"2023","Oklahoma","More than One Race","--","43,408","--","--","--"
"2023","Oregon","White","17**","291,249","5.84**","--","840"
"2023","Oregon","Black","--","9,932","--","--","--"
"2023","Oregon","American Indian / Alaska Native","0**","8,123","0.00**","--","--"
"2023","Oregon","Asian","--","15,730","--","--","--"
"2023","Oregon","HI Native / Pacific Islander","--","2,136","--","--","--"
"2023","Oregon","More than One Race","--","26,634","--","--","--"
"2023","Pennsylvania","White","40","835,056","4.79","--","1,939"
"2023","Pennsylvania","Black","--","166,960","--","--","--"
"2023","Pennsylvania","American Indian / Alaska Native","0**","6,114","0.00**","--","--"
"2023","Pennsylvania","Asian","--","48,535","--","--","--"
"2023","Pennsylvania","HI Native / Pacific Islander","0**","1,233","0.00**","--","--"
"2023","Pennsylvania","More than One Race","--","55,686","--","--","--"
"2023","Rhode Island","White","--","68,146","--","--","--"
"2023","Rhode Island","Black","0**","10,167","0.00**","--","--"
"2023","Rhode Island","American Indian / Alaska Native","0**","1,465","0.00**","--","--"
"2023","Rhode Island","Asian","--","3,548","--","--","--"
"2023","Rhode Island","HI Native / Pacific Islander","0**","206","0.00**","--","--"
"2023","Rhode Island","More than One Race","0**","5,461","0.00**","--","--"
"2023","South Carolina","White","15**","304,614","4.92**","--","745"
"2023","South Carolina","Black","--","143,072","--","--","--"
"2023","South Carolina","American Indian / Alaska Native","0**","3,291","0.00**","--","--"
"2023","South Carolina","Asian","--","8,944","--","--","--"
"2023","South Carolina","HI Native / Pacific Islander","0**","730","0.00**","--","--"
"2023","South Carolina","More than One Race","0**","21,650","0.00**","--","--"
"2023","South Dakota","White","--","68,474","--","--","--"
"2023","South Dakota","Black","0**","2,900","0.00**","--","--"
"2023","South Dakota","American Indian / Alaska Native","--","11,124","--","--","--"
"2023","South Dakota","Asian","0**","1,368","0.00**","--","--"
"2023","South Dakota","HI Native / Pacific Islander","0**","73","0.00**","--","--"
"2023","South Dakota","More than One Race","0**","4,555","0.00**","--","--"
"2023","Tennessee","White","49","474,645","10.32","--","2,414"
"2023","Tennessee","Black","--","119,291","--","--","--"
"2023","Tennessee","American Indian / Alaska Native","0**","3,839","0.00**","--","--"
"2023","Tennessee","Asian","0**","13,068","0.00**","--","--"
"2023","Tennessee","HI Native / Pacific Islander","--","987","--","--","--"
"2023","Tennessee","More than One Race","0**","27,608","0.00**","--","--"
"2023","Texas","White","175","2,352,727","7.44","--","8,552"
"2023","Texas","Black","22","431,800","5.10","--","1,069"
"2023","Texas","American Indian / Alaska Native","0**","35,209","0.00**","--","--"
"2023","Texas","Asian","10**","156,254","6.40**","--","491"
"2023","Texas","HI Native / Pacific Islander","0**","5,388","0.00**","--","--"
"2023","Texas","More than One Race","--","113,016","--","--","--"
"2023","Utah","White","29","353,643","8.20","--","1,414"
"2023","Utah","Black","--","6,831","--","--","--"
"2023","Utah","American Indian / Alaska Native","--","6,468","--","--","--"
"2023","Utah","Asian","0**","7,275","0.00**","--","--"
"2023","Utah","HI Native / Pacific Islander","0**","5,098","0.00**","--","--"
"2023","Utah","More than One Race","--","17,100","--","--","--"
"2023","Vermont","White","--","46,570","--","--","--"
"2023","Vermont","Black","0**","1,111","0.00**","--","--"
"2023","Vermont","American Indian / Alaska Native","0**","177","0.00**","--","--"
"2023","Vermont","Asian","0**","1,325","0.00**","--","--"
"2023","Vermont","HI Native / Pacific Islander","0**","28","0.00**","--","--"
"2023","Vermont","More than One Race","0**","2,373","0.00**","--","--"
"2023","Virginia","White","29","498,709","5.82","--","1,427"
"2023","Virginia","Black","13**","163,776","7.94**","--","629"
"2023","Virginia","American Indian / Alaska Native","0**","5,312","0.00**","--","--"
"2023","Virginia","Asian","--","56,061","--","--","--"
"2023","Virginia","HI Native / Pacific Islander","0**","999","0.00**","--","--"
"2023","Virginia","More than One Race","--","50,961","--","--","--"
"2023","Washington","White","45","486,692","9.25","--","2,212"
"2023","Washington","Black","--","33,959","--","--","--"
"2023","Washington","American Indian / Alaska Native","--","17,540","--","--","--"
"2023","Washington","Asian","--","57,336","--","--","--"
"2023","Washington","HI Native / Pacific Islander","0**","7,572","0.00**","--","--"
"2023","Washington","More than One Race","--","65,163","--","--","--"
"2023","West Virginia","White","--","135,561","--","--","--"
"2023","West Virginia","Black","--","6,191","--","--","--"
"2023","West Virginia","American Indian / Alaska Native","0**","381","0.00**","--","--"
"2023","West Virginia","Asian","0**","1,105","0.00**","--","--"
"2023","West Virginia","HI Native / Pacific Islander","0**","52","0.00**","--","--"
"2023","West Virginia","More than One Race","0**","6,682","0.00**","--","--"
"2023","Wisconsin","White","31","429,959","7.21","--","1,505"
"2023","Wisconsin","Black","--","47,258","--","--","--"
"2023","Wisconsin","American Indian / Alaska Native","0**","8,607","0.00**","--","--"
"2023","Wisconsin","Asian","0**","20,916","0.00**","--","--"
"2023","Wisconsin","HI Native / Pacific Islander","0**","361","0.00**","--","--"
"2023","Wisconsin","More than One Race","--","25,031","--","--","--"
"2023","Wyoming","White","10**","50,730","19.71**","--","492"
"2023","Wyoming","Black","0**","660","0.00**","--","--"
"2023","Wyoming","American Indian / Alaska Native","0**","2,055","0.00**","--","--"
"2023","Wyoming","Asian","0**","429","0.00**","--","--"
"2023","Wyoming","HI Native / Pacific Islander","0**","48","0.00**","--","--"
"2023","Wyoming","More than One Race","0**","2,154","0.00**","--","--"
"2022","Alabama","White","17**","304,850","5.58**","--","836"
"2022","Alabama","Black","--","136,340","--","--","--"
"2022","Alabama","American Indian / Alaska Native","0**","3,428","0.00**","--","--"
"2022","Alabama","Asian","--","6,916","--","--","--"
"2022","Alabama","HI Native / Pacific Islander","0**","795","0.00**","--","--"
"2022","Alabama","More than One Race","0**","15,407","0.00**","--","--"
"2022","Alaska","White","--","36,989","--","--","--"
"2022","Alaska","Black","0**","2,130","0.00**","--","--"
"2022","Alaska","American Indian / Alaska Native","--","13,694","--","--","--"
"2022","Alaska","Asian","--","4,075","--","--","--"
"2022","Alaska","HI Native / Pacific Islander","0**","1,550","0.00**","--","--"
"2022","Alaska","More than One Race","--","9,557","--","--","--"
"2022","Arizona","White","47","523,714","8.97","--","2,291"
"2022","Arizona","Black","--","44,481","--","--","--"
"2022","Arizona","American Indian / Alaska Native","--","45,838","--","--","--"
"2022","Arizona","Asian","0**","24,035","0.00**","--","--"
"2022","Arizona","HI Native / Pacific Islander","0**","2,130","0.00**","--","--"
"2022","Arizona","More than One Race","--","37,421","--","--","--"
"2022","Arkansas","White","15**","218,105","6.88**","--","744"
"2022","Arkansas","Black","--","51,331","--","--","--"
"2022","Arkansas","American Indian / Alaska Native","--","3,295","--","--","--"
"2022","Arkansas","Asian","0**","4,665","0.00**","--","--"
"2022","Arkansas","HI Native / Pacific Islander","0**","2,273","0.00**","--","--"
"2022","Arkansas","More than One Race","0**","11,704","0.00**","--","--"
"2022","California","White","105","2,559,126","4.10","--","5,152"
"2022","California","Black","11**","232,827","4.73**","--","536"
"2022","California","American Indian / Alaska Native","--","73,780","--","--","--"
"2022","California","Asian","20**","479,339","4.17**","--","965"
"2022","California","HI Native / Pacific Islander","--","19,277","--","--","--"
"2022","California","More than One Race","12**","245,806","4.88**","--","605"
"2022","Colorado","White","43","434,021","9.91","--","2,124"
"2022","Colorado","Black","--","26,474","--","--","--"
"2022","Colorado","American Indian / Alaska Native","0**","9,818","0.00**","--","--"
"2022","Colorado","Asian","--","17,397","--","--","--"
"2022","Colorado","HI Native / Pacific Islander","0**","1,308","0.00**","--","--"
"2022","Colorado","More than One Race","--","30,766","--","--","--"
"2022","Connecticut","White","--","235,424","--","--","--"
"2022","Connecticut","Black","--","48,670","--","--","--"
"2022","Connecticut","American Indian / Alaska Native","0**","2,468","0.00**","--","--"
"2022","Connecticut","Asian","--","16,957","--","--","--"
"2022","Connecticut","HI Native / Pacific Islander","0**","392","0.00**","--","--"
"2022","Connecticut","More than One Race","0**","16,813","0.00**","--","--"
"2022","Delaware","White","--","53,291","--","--","--"
"2022","Delaware","Black","--","25,433","--","--","--"
"2022","Delaware","American Indian / Alaska Native","0**","792","0.00**","--","--"
"2022","Delaware","Asian","0**","3,377","0.00**","--","--"
"2022","Delaware","HI Native / Pacific Islander","0**","106","0.00**","--","--"
"2022","Delaware","More than One Race","0**","5,572","0.00**","--","--"
"2022","District of Columbia","White","0**","14,379","0.00**","--","--"
"2022","District of Columbia","Black","0**","25,404","0.00**","--","--"
"2022","District of Columbia","American Indian / Alaska Native","0**","351","0.00**","--","--"
"2022","District of Columbia","Asian","0**","1,129","0.00**","--","--"
"2022","District of Columbia","HI Native / Pacific Islander","0**","84","0.00**","--","--"
"2022","District of Columbia","More than One Race","0**","1,870","0.00**","--","--"
"2022","Florida","White","76","1,256,439","6.05","--","3,703"
"2022","Florida","Black","21","386,053","5.44","--","1,024"
"2022","Florida","American Indian / Alaska Native","--","11,131","--","--","--"
"2022","Florida","Asian","--","55,275","--","--","--"
"2022","Florida","HI Native / Pacific Islander","0**","2,541","0.00**","--","--"
"2022","Florida","More than One Race","--","83,679","--","--","--"
"2022","Georgia","White","47","594,182","7.91","--","2,305"
"2022","Georgia","Black","26","380,503","6.83","--","1,270"
"2022","Georgia","American Indian / Alaska Native","--","7,519","--","--","--"
"2022","Georgia","Asian","--","45,630","--","--","--"
"2022","Georgia","HI Native / Pacific Islander","0**","1,599","0.00**","--","--"
"2022","Georgia","More than One Race","--","44,297","--","--","--"
"2022","Hawaii","White","--","18,234","--","--","--"
"2022","Hawaii","Black","0**","1,998","0.00**","--","--"
"2022","Hawaii","American Indian / Alaska Native","0**","296","0.00**","--","--"
"2022","Hawaii","Asian","--","31,391","--","--","--"
"2022","Hawaii","HI Native / Pacific Islander","--","15,229","--","--","--"
"2022","Hawaii","More than One Race","--","45,055","--","--","--"
"2022","Idaho","White","23","186,816","12.31","--","1,147"
"2022","Idaho","Black","0**","2,164","0.00**","--","--"
"2022","Idaho","American Indian / Alaska Native","--","3,642","--","--","--"
"2022","Idaho","Asian","0**","2,552","0.00**","--","--"
"2022","Idaho","HI Native / Pacific Islander","--","482","--","--","--"
"2022","Idaho","More than One Race","--","8,495","--","--","--"
"2022","Illinois","White","51","861,105","5.92","--","2,469"
"2022","Illinois","Black","16**","182,637","8.76**","--","788"
"2022","Illinois","American Indian / Alaska Native","0**","9,905","0.00**","--","--"
"2022","Illinois","Asian","0**","63,866","0.00**","--","--"
"2022","Illinois","HI Native / Pacific Islander","0**","865","0.00**","--","--"
"2022","Illinois","More than One Race","--","47,931","--","--","--"
"2022","Indiana","White","42","525,434","7.99","--","2,058"
"2022","Indiana","Black","--","77,555","--","--","--"
"2022","Indiana","American Indian / Alaska Native","0**","3,413","0.00**","--","--"
"2022","Indiana","Asian","0**","18,214","0.00**","--","--"
"2022","Indiana","HI Native / Pacific Islander","0**","623","0.00**","--","--"
"2022","Indiana","More than One Race","--","29,961","--","--","--"
"2022","Iowa","White","23","264,522","8.70","--","1,114"
"2022","Iowa","Black","--","17,036","--","--","--"
"2022","Iowa","American Indian / Alaska Native","0**","2,177","0.00**","--","--"
"2022","Iowa","Asian","--","8,206","--","--","--"
"2022","Iowa","HI Native / Pacific Islander","0**","913","0.00**","--","--"
"2022","Iowa","More than One Race","--","13,284","--","--","--"
"2022","Kansas","White","21","240,572","8.73","--","1,016"
"2022","Kansas","Black","--","19,326","--","--","--"
"2022","Kansas","American Indian / Alaska Native","--","3,856","--","--","--"
"2022","Kansas","Asian","--","8,380","--","--","--"
"2022","Kansas","HI Native / Pacific Islander","0**","471","0.00**","--","--"
"2022","Kansas","More than One Race","0**","18,017","0.00**","--","--"
"2022","Kentucky","White","31","346,107","8.96","--","1,529"
"2022","Kentucky","Black","--","41,336","--","--","--"
